loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,male,87990,MORTGAGE,25000,10.74,Yes
Declined,male,25164,MORTGAGE,3600,11.01,No
Declined,female,84878,RENT,6000,7.49,Yes
Declined,female,71759,MORTGAGE,9000,8.49,Yes
Declined,female,75928,RENT,10625,8.49,Yes
Declined,male,30027,OWN,6000,5.42,No
Declined,male,217060,MORTGAGE,5000,9.33,No
Declined,female,48897,RENT,12000,11.01,Yes
Declined,female,37194,RENT,5000,11.86,Yes
Approved,male,47666,RENT,10000,15.2,No
Declined,male,205188,RENT,12000,11.11,Yes
Declined,male,51417,RENT,10000,12.42,No
Declined,male,102857,OWN,8000,15.57,No
Declined,male,157040,MORTGAGE,10000,6.03,No
Declined,male,94526,RENT,8100,7.29,No
Declined,male,73028,RENT,7000,10.36,No
Declined,female,40338,MORTGAGE,12500,14.26,Yes
Approved,male,35713,RENT,4000,9.96,No
Declined,male,92974,RENT,22000,9.25,No
Declined,male,66454,OWN,8000,11.01,Yes
Declined,male,66810,MORTGAGE,9600,11.01,No
Declined,male,79122,OWN,9000,7.29,Yes
Declined,female,52842,OWN,6000,7.74,Yes
Approved,male,38536,RENT,10000,12.73,No
Declined,female,129430,MORTGAGE,1000,7.4,Yes
Declined,female,42831,RENT,5700,12.99,Yes
Declined,male,58662,OWN,5000,10.08,No
Declined,female,64871,RENT,3000,13.99,No
Declined,female,63695,MORTGAGE,12000,14.83,Yes
Approved,female,15285,MORTGAGE,3250,15.68,No
Declined,female,44222,OWN,3250,7.75,No
Declined,male,119819,MORTGAGE,12000,6.03,No
Declined,female,24985,RENT,3500,10.28,Yes
Declined,male,40776,RENT,5500,11.01,Yes
Declined,female,87603,MORTGAGE,5000,6.54,Yes
Approved,female,55813,RENT,2500,18.64,No
Declined,male,51554,MORTGAGE,7000,14.84,Yes
Approved,female,23028,RENT,3500,13.35,No
Declined,male,181014,RENT,8200,6.99,Yes
Declined,female,63452,MORTGAGE,6000,8.9,Yes
Declined,male,87392,RENT,10000,10.59,Yes
Declined,female,97399,MORTGAGE,15000,11.86,No
Approved,female,91040,MORTGAGE,15000,16,No
Approved,male,68340,RENT,10000,12.69,No
Declined,male,82664,MORTGAGE,20000,16.77,Yes
Declined,female,91891,MORTGAGE,12000,11.01,No
Declined,female,45256,RENT,3600,12.42,Yes
Declined,male,76928,OWN,20000,9.62,Yes
Approved,female,44203,RENT,4000,10.99,No
Declined,female,76316,MORTGAGE,25000,13.87,Yes
Declined,female,67274,MORTGAGE,16000,11.49,Yes
Declined,male,106081,MORTGAGE,25000,13.98,Yes
Approved,male,59943,RENT,7000,7.49,No
Declined,male,65932,RENT,4500,7.14,Yes
Approved,male,29814,RENT,8500,7.9,No
Declined,male,67184,RENT,12000,10.62,Yes
Approved,male,58303,RENT,15000,9.63,No
Declined,female,61003,MORTGAGE,7000,5.42,No
Declined,female,60901,MORTGAGE,12800,5.79,No
Declined,male,60782,MORTGAGE,2000,12.18,Yes
Approved,male,65976,RENT,9975,11.48,No
Declined,male,67526,RENT,6000,11.01,No
Declined,male,57414,OWN,15000,13.24,No
Declined,female,60896,MORTGAGE,22000,9.91,Yes
Approved,male,36852,RENT,13000,13.11,No
Declined,female,102761,MORTGAGE,7000,12.69,Yes
Declined,male,62947,MORTGAGE,3000,11.83,Yes
Declined,female,52752,OWN,6000,7.68,Yes
Approved,male,33230,RENT,9000,7.51,No
Declined,male,187082,MORTGAGE,23000,18.25,Yes
Declined,female,51414,RENT,5000,7.29,Yes
Approved,female,56229,RENT,5000,11.01,No
Approved,male,23727,RENT,3000,9.99,No
Approved,male,71800,RENT,6000,16.49,No
Approved,female,35912,RENT,4000,16.29,No
Declined,male,75662,RENT,1600,13.85,Yes
Declined,male,21949,RENT,1700,11.11,No
Declined,female,52697,MORTGAGE,10000,14.26,Yes
Declined,female,86157,RENT,1800,11.12,Yes
Approved,male,55906,RENT,6200,11.01,No
Declined,male,44895,MORTGAGE,2500,10.37,Yes
Declined,male,55750,MORTGAGE,5000,9.88,Yes
Declined,female,79084,MORTGAGE,16500,7.49,Yes
Approved,male,37161,RENT,10625,6.92,No
Declined,male,92794,MORTGAGE,13500,9.99,No
Declined,female,70178,OWN,6500,7.49,Yes
Declined,female,55172,RENT,6575,8,Yes
Approved,female,166609,RENT,5000,14.91,No
Declined,male,85064,RENT,11200,11.01,No
Declined,male,59681,OWN,2500,6.76,No
Declined,female,70029,RENT,9100,11.49,No
Declined,male,82708,MORTGAGE,13000,7.88,Yes
Declined,male,60947,MORTGAGE,5000,9.32,Yes
Declined,male,133066,RENT,25000,11.01,No
Declined,male,60878,MORTGAGE,8000,11.12,Yes
Declined,male,51348,RENT,5000,12.87,No
Declined,female,42708,OWN,4000,7.29,Yes
Declined,male,31211,RENT,2050,10.59,No
Approved,female,45123,RENT,15000,10.25,No
Declined,male,163171,MORTGAGE,15000,15.33,Yes
Declined,male,39714,MORTGAGE,2500,6.99,Yes
Declined,female,53682,MORTGAGE,8475,6.91,No
Declined,female,92688,RENT,5000,9.63,No
Declined,male,61299,RENT,12000,12.73,Yes
Declined,female,29582,MORTGAGE,3500,12.99,No
Declined,female,114936,MORTGAGE,15000,15.96,Yes
Declined,female,72547,MORTGAGE,18500,12.73,Yes
Approved,male,40914,RENT,5500,14.54,No
Approved,male,57199,RENT,15000,7.9,No
Declined,female,76714,MORTGAGE,20000,8.49,Yes
Declined,female,54868,RENT,10000,10.25,Yes
Declined,female,157314,MORTGAGE,6000,5.42,No
Declined,male,169214,MORTGAGE,18000,7.9,Yes
Declined,female,115239,RENT,5000,9.63,No
Declined,male,91119,RENT,10000,11.26,No
Approved,male,62488,RENT,5000,12.42,No
Declined,female,42756,RENT,1800,7.14,Yes
Approved,male,42450,RENT,7500,15.05,No
Approved,female,37726,RENT,6800,20,No
Declined,male,125679,MORTGAGE,15000,9.63,Yes
Declined,male,30996,OWN,5000,6.03,No
Declined,female,51092,RENT,5000,11.91,Yes
Declined,male,72806,RENT,10000,7.14,Yes
Declined,male,39172,RENT,3200,10.2,Yes
Declined,female,110152,RENT,8000,6.92,Yes
Declined,male,108994,MORTGAGE,6000,7.14,Yes
Declined,female,71733,MORTGAGE,9500,6.76,No
Declined,male,127064,MORTGAGE,12800,11.83,Yes
Approved,male,72958,RENT,20000,11.01,No
Declined,male,96837,MORTGAGE,3000,8,Yes
Declined,female,38334,RENT,6400,9.32,Yes
Approved,female,47611,RENT,8000,11.01,No
Declined,female,56220,MORTGAGE,4000,10.37,Yes
Declined,female,109327,MORTGAGE,15000,15.31,No
Declined,male,47981,MORTGAGE,10750,11.01,No
Declined,female,49079,RENT,10000,10.99,No
Declined,male,176125,MORTGAGE,20000,11.01,No
Declined,male,48821,RENT,3000,10.25,Yes
Approved,male,54193,RENT,15000,14.59,No
Declined,female,74600,RENT,10000,14.22,No
Declined,male,42818,RENT,2500,8.9,No
Declined,female,109326,MORTGAGE,10000,5.42,Yes
Declined,male,105227,MORTGAGE,15000,10.62,Yes
Approved,female,20396,RENT,4000,13.35,No
Declined,male,58262,RENT,5000,6.99,Yes
Declined,female,44100,MORTGAGE,5300,7.49,Yes
Declined,female,69443,RENT,9500,6.17,Yes
Approved,male,66938,RENT,23600,11.89,No
Declined,female,26055,RENT,4000,13.43,Yes
Declined,male,91137,RENT,20000,8.88,Yes
Declined,male,61229,RENT,4800,11.01,No
Declined,female,48989,RENT,7000,11.34,No
Approved,female,36984,RENT,10300,8.94,No
Declined,male,103510,RENT,9600,7.29,No
Declined,male,45594,OWN,7200,13.61,Yes
Declined,female,35858,RENT,5000,10.99,No
Approved,male,39255,RENT,6000,12.92,No
Declined,female,110186,OWN,15000,7.88,Yes
Declined,female,115592,MORTGAGE,5000,12.68,Yes
Declined,male,35323,MORTGAGE,3000,10.75,Yes
Declined,male,108625,MORTGAGE,7750,7.51,Yes
Declined,female,83821,RENT,8650,11.49,Yes
Declined,male,85159,RENT,18000,16.45,Yes
Declined,female,111593,RENT,12000,7.51,Yes
Approved,female,88950,RENT,27000,11.01,No
Declined,male,73008,RENT,5000,6.91,Yes
Declined,male,75910,MORTGAGE,4000,8.9,Yes
Declined,female,49221,MORTGAGE,10500,11.36,Yes
Approved,female,46140,RENT,2000,14.96,No
Approved,male,42923,RENT,12000,10.91,No
Declined,male,94832,RENT,17000,10.99,Yes
Declined,male,57268,OWN,10000,11.83,Yes
Declined,male,69997,MORTGAGE,2500,10.37,Yes
Declined,female,83862,RENT,4800,10.75,Yes
Declined,male,115235,MORTGAGE,20000,14.96,No
Declined,male,110564,MORTGAGE,15000,7.88,No
Declined,male,36822,RENT,1500,13.92,Yes
Declined,female,117185,MORTGAGE,6400,15.96,Yes
Declined,female,82591,MORTGAGE,16000,7.9,Yes
Approved,male,85123,RENT,25000,11.86,No
Declined,female,55158,OWN,4750,6.39,Yes
Declined,male,51604,MORTGAGE,5750,13.57,Yes
Declined,male,91068,MORTGAGE,15000,9.99,Yes
Declined,male,62701,MORTGAGE,13800,10.38,Yes
Declined,male,84887,MORTGAGE,8950,11.89,Yes
Declined,female,59543,MORTGAGE,5600,7.49,No
Declined,female,94833,MORTGAGE,7750,7.51,No
Declined,female,101803,MORTGAGE,23000,11.99,No
Declined,male,29732,RENT,6000,11.01,No
Declined,male,91772,RENT,15000,16.49,No
Approved,male,36954,RENT,5200,17.19,No
Declined,female,121032,MORTGAGE,15000,13.85,Yes
Declined,female,47400,RENT,10000,11.01,Yes
Declined,male,96944,MORTGAGE,3000,5.99,No
Declined,male,42955,RENT,1500,11.01,Yes
Declined,female,30343,RENT,5550,12.53,No
Declined,male,95528,RENT,8000,11.49,Yes
Declined,female,105140,RENT,20000,13.85,No
Declined,male,48335,MORTGAGE,6000,7.88,Yes
Declined,male,64176,MORTGAGE,21000,10.65,Yes
Approved,male,46593,RENT,18500,7.66,No
Declined,male,77950,RENT,1000,10.75,Yes
Declined,female,33720,RENT,5800,13.06,Yes
Approved,female,62783,RENT,20000,12.21,No
Approved,male,72094,MORTGAGE,5000,6.03,No
Approved,male,28206,RENT,7000,10.62,No
Declined,male,113782,RENT,9600,12.99,Yes
Approved,male,59997,MORTGAGE,5000,9.88,No
Declined,male,71741,MORTGAGE,6400,11.01,No
Declined,female,121228,MORTGAGE,14000,6.17,No
Approved,male,38841,RENT,15000,12.61,No
Declined,male,78989,MORTGAGE,4800,9.99,No
Declined,female,94674,MORTGAGE,4600,7.66,No
Declined,male,72776,MORTGAGE,10000,11.26,Yes
Approved,male,26833,RENT,2000,11.71,No
Declined,female,106714,MORTGAGE,8000,6.91,No
Declined,male,70486,RENT,3500,8.59,No
Declined,female,141210,MORTGAGE,6000,7.51,No
Declined,male,57333,OWN,7000,5.79,Yes
Declined,male,64598,RENT,3500,12.23,No
Declined,male,48647,RENT,4000,12.69,No
Declined,male,62107,RENT,15000,11.12,No
Approved,male,16301,OWN,4750,11.01,No
Declined,female,151152,RENT,6500,14.61,Yes
Declined,female,92579,RENT,10000,10.71,No
Declined,female,154497,MORTGAGE,26000,13.99,Yes
Approved,male,49187,RENT,5000,14.11,No
Declined,female,62492,OWN,6000,5.42,No
Declined,male,49139,RENT,5925,11.11,Yes
Declined,male,78775,MORTGAGE,5000,7.51,Yes
Declined,female,49681,RENT,2000,6.62,Yes
Declined,female,48907,RENT,10000,7.14,Yes
Approved,male,71756,RENT,20000,14.84,No
Declined,male,87564,MORTGAGE,6000,7.49,No
Declined,female,55067,RENT,4000,12.21,Yes
Declined,female,200707,MORTGAGE,23450,11.36,Yes
Declined,female,97324,MORTGAGE,12000,7.88,No
Declined,female,88883,RENT,6500,11.01,Yes
Declined,male,66994,OWN,1275,6.91,No
Declined,male,40990,RENT,1000,7.29,No
Declined,female,50302,RENT,7000,5.79,No
Declined,male,102833,MORTGAGE,6000,9.88,Yes
Declined,male,73254,RENT,8000,10.25,No
Declined,female,241057,OWN,24000,12.18,Yes
Declined,male,30922,RENT,2500,7.51,Yes
Declined,male,70011,MORTGAGE,3500,5.42,Yes
Declined,male,73682,RENT,7000,12.84,Yes
Declined,female,75276,RENT,2000,13.49,Yes
Declined,female,87719,RENT,16000,13.06,No
Declined,male,51496,MORTGAGE,14750,12.99,Yes
Declined,male,120750,RENT,10000,10.65,No
Declined,female,90843,RENT,19600,12.42,Yes
Declined,male,90766,MORTGAGE,9500,11.01,No
Approved,male,44253,MORTGAGE,13750,13.22,No
Declined,female,44013,RENT,5300,15.28,Yes
Declined,male,96780,OWN,12000,7.49,No
Declined,male,60973,MORTGAGE,6400,8.32,Yes
Declined,male,49144,RENT,10000,11.01,Yes
Approved,male,36883,RENT,5000,12.69,No
Approved,male,20393,RENT,3000,16.29,No
Declined,male,57979,RENT,3500,12.69,Yes
Declined,female,97492,RENT,7000,10.65,Yes
Approved,female,92495,MORTGAGE,9000,11.01,No
Declined,female,121150,RENT,12000,13.57,No
Declined,female,22427,RENT,1500,12.87,Yes
Declined,male,40182,RENT,4800,11.99,No
Declined,male,77564,RENT,7500,9.83,No
Declined,male,41566,RENT,4450,11.49,Yes
Declined,male,57419,MORTGAGE,8500,11.01,Yes
Declined,female,133045,MORTGAGE,12000,8.94,No
Declined,male,44309,RENT,8000,11.01,Yes
Approved,male,164322,MORTGAGE,25000,19.13,No
Declined,male,111248,RENT,6500,8,No
Declined,male,93174,MORTGAGE,12400,7.51,Yes
Approved,male,35704,RENT,15000,10,No
Declined,female,43967,OWN,5000,14.61,No
Declined,male,91015,RENT,20000,10.38,No
Declined,male,116197,MORTGAGE,6000,13.92,Yes
Declined,male,60952,MORTGAGE,11000,16.89,Yes
Declined,male,128310,MORTGAGE,8550,9.88,Yes
Approved,female,53840,RENT,3600,13.43,No
Approved,female,116217,MORTGAGE,24000,15.28,No
Approved,male,41744,RENT,10800,11.12,No
Declined,male,51512,MORTGAGE,3000,6.03,Yes
Declined,male,60100,OWN,3000,11.01,No
Declined,female,164200,MORTGAGE,8000,8.32,Yes
Declined,female,36741,MORTGAGE,13250,10.99,No
Declined,female,43604,RENT,9600,11.89,Yes
Declined,female,151121,OTHER,7500,8,Yes
Approved,male,64831,RENT,17500,6.54,No
Approved,male,18164,RENT,4000,10.74,No
Declined,female,96776,MORTGAGE,15000,12.61,Yes
Approved,male,38747,RENT,2900,11.01,No
Declined,male,42740,RENT,3000,11.01,Yes
Declined,female,97239,OWN,7000,13.22,No
Declined,female,30800,MORTGAGE,1800,8.49,Yes
Declined,male,92318,MORTGAGE,3000,11.03,Yes
Declined,male,79050,MORTGAGE,4000,5.42,No
Declined,female,26715,OWN,7125,6.99,Yes
Declined,male,54081,MORTGAGE,3200,7.51,No
Declined,male,72983,RENT,9800,11.01,Yes
Declined,female,58660,RENT,2000,10.74,Yes
Declined,female,79127,MORTGAGE,8000,7.14,Yes
Declined,female,58718,MORTGAGE,10000,13.49,Yes
Declined,female,73031,RENT,15000,11.71,No
Approved,male,36697,RENT,19750,11.14,No
Declined,female,140066,MORTGAGE,9925,7.29,Yes
Approved,female,15548,RENT,3000,8.9,No
Declined,male,46611,RENT,5000,6.91,No
Declined,male,158279,MORTGAGE,6000,7.51,Yes
Approved,male,24035,MORTGAGE,3000,11.01,No
Declined,male,72654,MORTGAGE,5200,5.99,Yes
Declined,female,102918,MORTGAGE,5000,14.35,Yes
Declined,male,25093,MORTGAGE,4000,5.79,No
Declined,female,54808,RENT,2000,11.49,No
Declined,male,63348,RENT,10000,11.71,Yes
Declined,female,63381,RENT,3000,10.65,Yes
Declined,male,73441,MORTGAGE,17500,7.88,Yes
Declined,male,69193,MORTGAGE,12000,5.42,No
Declined,male,58349,OWN,4400,5.99,Yes
Approved,male,42024,RENT,3800,18.25,No
Declined,female,45499,MORTGAGE,3200,12.68,No
Declined,female,75431,MORTGAGE,7500,13.87,Yes
Declined,male,124153,MORTGAGE,21000,13.49,Yes
Declined,male,54847,MORTGAGE,6000,7.51,No
Declined,female,145180,RENT,10000,13.61,Yes
Declined,female,49134,RENT,6000,7.88,No
Declined,male,137014,MORTGAGE,12000,7.66,No
Declined,male,47279,RENT,4200,6.76,No
Declined,female,24733,OWN,3000,8.94,Yes
Declined,male,73373,RENT,7000,6.91,Yes
Declined,male,29544,RENT,2800,11.01,Yes
Declined,female,58724,OWN,6000,12.87,Yes
Declined,male,74415,RENT,2500,7.49,No
Approved,male,67952,RENT,15000,16,No
Declined,male,56956,RENT,5000,12.18,No
Declined,female,48518,OWN,14000,7.29,Yes
Declined,female,139313,RENT,7500,11.28,Yes
Declined,male,58869,MORTGAGE,10000,5.79,No
Approved,male,72056,RENT,20000,12.29,No
Declined,female,61149,MORTGAGE,18000,7.88,Yes
Declined,female,87345,MORTGAGE,8000,12.21,Yes
Declined,male,58314,RENT,9000,8.94,Yes
Declined,female,63720,MORTGAGE,8000,15.23,Yes
Declined,male,92183,MORTGAGE,20000,6.54,No
Declined,male,48976,RENT,12000,9.63,Yes
Declined,male,82766,MORTGAGE,1000,8,Yes
Declined,female,100235,RENT,4500,7.42,Yes
Declined,female,90040,MORTGAGE,10000,6.62,Yes
Declined,male,46797,RENT,4800,11.71,No
Approved,male,38922,RENT,14850,8.9,No
Declined,male,106218,MORTGAGE,11000,11.14,Yes
Declined,female,51556,OWN,8000,6.62,Yes
Declined,female,73246,MORTGAGE,3000,5.99,No
Declined,female,189903,RENT,10000,12.69,No
Approved,male,45509,RENT,7000,7.9,No
Declined,male,90900,RENT,15000,11.71,Yes
Declined,female,83349,MORTGAGE,4200,11.66,Yes
Approved,male,35928,RENT,1000,11.99,No
Approved,male,42919,RENT,12000,6.54,No
Approved,male,51229,RENT,5000,11.01,No
Declined,female,20401,MORTGAGE,2275,13.06,Yes
Declined,female,79091,RENT,12000,8.9,Yes
Approved,female,85890,MORTGAGE,10000,15.28,No
Declined,female,42053,RENT,5500,16.89,Yes
Declined,male,31163,MORTGAGE,3600,9.91,Yes
Declined,female,60353,RENT,11000,13.22,No
Declined,female,63159,MORTGAGE,3500,6.76,No
Declined,male,34136,OWN,1000,15.27,Yes
Declined,female,72557,MORTGAGE,12000,6.62,Yes
Approved,female,77546,RENT,20000,11.01,No
Declined,female,40754,RENT,1400,14.27,Yes
Approved,male,128248,RENT,13000,12.69,No
Declined,male,34246,RENT,6900,9.99,Yes
Approved,male,25059,RENT,12000,8.07,No
Declined,female,73183,RENT,10000,12.18,No
Declined,male,46412,MORTGAGE,1950,7.37,Yes
Declined,male,45557,RENT,2800,7.88,Yes
Declined,female,66922,RENT,12300,11.01,Yes
Approved,male,90384,MORTGAGE,5000,8.49,No
Declined,male,68316,MORTGAGE,12000,11.01,Yes
Declined,male,54621,RENT,10000,12.98,Yes
Approved,female,29660,MORTGAGE,1375,11.11,No
Declined,male,120923,RENT,20000,13.06,Yes
Declined,male,58924,MORTGAGE,5500,11.36,Yes
Approved,male,74528,MORTGAGE,16000,16.45,No
Approved,female,53449,RENT,7400,13.99,No
Declined,female,114924,OWN,10000,15.23,Yes
Declined,female,46137,RENT,7500,7.88,Yes
Declined,female,125074,MORTGAGE,15000,15.99,Yes
Declined,male,103117,RENT,12000,13.16,Yes
Declined,male,90901,RENT,13200,6.17,Yes
Declined,female,34912,MORTGAGE,8500,7.68,Yes
Approved,female,90750,MORTGAGE,8400,14.65,No
Approved,female,69659,MORTGAGE,20000,19.13,No
Approved,male,19468,RENT,4500,5.99,No
Declined,male,60919,RENT,10000,8.94,Yes
Approved,male,94721,MORTGAGE,8000,16,No
Declined,male,92435,MORTGAGE,10000,11.99,No
Declined,male,72663,OWN,8000,12.53,Yes
Declined,male,46605,MORTGAGE,15000,15.33,No
Declined,female,211147,MORTGAGE,18000,11.01,Yes
Declined,male,58784,RENT,4800,7.9,Yes
Declined,male,51264,MORTGAGE,11000,5.42,No
Declined,male,116309,RENT,17500,11.71,Yes
Declined,female,102085,MORTGAGE,5000,10.99,Yes
Declined,male,45954,RENT,8000,14.26,Yes
Approved,male,59689,RENT,10000,6.62,No
Declined,female,64177,RENT,14000,14.27,No
Approved,female,41342,RENT,2500,15.68,No
Declined,male,72796,MORTGAGE,5000,6.54,Yes
Declined,female,84969,MORTGAGE,13000,5.42,Yes
Declined,male,46821,RENT,10000,13.49,No
Declined,female,36059,RENT,5000,8.9,No
Declined,female,138382,MORTGAGE,10000,13.06,Yes
Declined,male,76292,MORTGAGE,3000,13.47,Yes
Declined,male,79039,MORTGAGE,7000,7.9,No
Approved,male,69688,RENT,16000,17.15,No
Declined,male,29634,OWN,2500,10.59,Yes
Declined,male,81399,RENT,20000,13.48,Yes
Approved,male,44014,RENT,4500,17.27,No
Approved,male,81580,MORTGAGE,10000,16.32,No
Declined,female,38222,RENT,3200,13.49,Yes
Approved,male,55129,MORTGAGE,10625,14.27,No
Declined,female,81457,OWN,3250,6.76,Yes
Declined,male,136259,MORTGAGE,35000,11.01,Yes
Declined,male,35602,RENT,6000,15.27,No
Declined,male,27272,OWN,3000,16,No
Declined,male,35645,OWN,2000,13.16,No
Declined,male,97000,MORTGAGE,9000,11.01,No
Declined,male,42965,RENT,6600,8.59,No
Declined,male,63136,OWN,5000,15.65,Yes
Declined,male,85574,RENT,1000,8.59,Yes
Approved,male,22700,RENT,1500,12.18,No
Declined,female,124642,MORTGAGE,4000,11.01,No
Approved,female,65965,RENT,19000,11.01,No
Declined,male,103103,RENT,10000,6.17,No
Declined,male,79956,MORTGAGE,10000,11.49,Yes
Declined,female,59651,MORTGAGE,8500,12.53,No
Declined,female,58435,MORTGAGE,14000,6.03,Yes
Declined,female,36858,RENT,5000,11.01,Yes
Declined,male,37004,RENT,8400,14.65,No
Approved,female,30927,RENT,5000,16.45,No
Approved,female,53638,MORTGAGE,9000,14.11,No
Declined,male,39668,MORTGAGE,1200,7.68,Yes
Approved,male,106649,MORTGAGE,25000,18.84,No
Declined,male,55643,MORTGAGE,7200,6.91,Yes
Declined,male,114500,RENT,10000,10.99,Yes
Approved,female,85126,RENT,22500,18.99,No
Declined,female,91029,OWN,12500,15.33,Yes
Declined,male,67123,RENT,15000,14.61,Yes
Declined,male,147350,RENT,15000,11.58,Yes
Declined,male,75830,OWN,6500,13.22,No
Declined,female,113002,RENT,20000,9.45,No
Approved,female,45287,RENT,14000,9.88,No
Declined,female,75067,MORTGAGE,13000,10.62,Yes
Declined,male,60958,MORTGAGE,7800,6.62,Yes
Declined,male,90791,RENT,5000,11.49,No
Declined,female,51931,RENT,2500,11.01,Yes
Declined,female,55138,MORTGAGE,5000,6.99,Yes
Declined,male,41588,RENT,10000,10.25,Yes
Declined,female,91121,RENT,12000,10.38,Yes
Approved,female,55214,RENT,6000,17.19,No
Approved,female,65567,RENT,4500,11.01,No
Declined,male,74424,RENT,7500,10.39,Yes
Declined,male,35969,OWN,10000,16.49,Yes
Approved,male,68162,RENT,12000,14.11,No
Declined,female,69794,RENT,10400,11.66,Yes
Declined,male,80216,RENT,9200,11.86,Yes
Approved,male,10951,RENT,1500,13.99,No
Approved,male,101296,RENT,15000,8.49,No
Declined,female,56079,RENT,2000,12.98,Yes
Declined,male,30125,MORTGAGE,1300,5.42,Yes
Declined,male,61036,RENT,13000,12.23,Yes
Declined,female,85072,MORTGAGE,14400,11.71,Yes
Declined,female,57482,RENT,5000,11.36,Yes
Declined,male,49007,RENT,2000,11.01,Yes
Declined,female,62991,OWN,15000,9.88,No
Declined,male,87339,MORTGAGE,12000,5.42,No
